Tavg (°C),RH_avg (%),RR (mm)
24.1,88.0,2.8
24.7,82.0,0.1
24.0,88.0,0.0
24.1,80.0,1.3
24.2,82.0,38.3
24.2,87.0,1.6
23.4,84.0,2.0
24.1,82.0,0.8
24.3,80.0,8.1
23.7,82.0,0.0
24.0,83.0,12.5
24.4,80.0,5.0
24.6,76.0,1.5
25.3,77.0,0.0
25.4,78.0,0.3
25.7,73.0,0.0
25.3,78.0,0.0
23.8,84.0,0.0
23.1,91.0,3.3
24.7,86.0,16.4
24.6,81.0,0.4
23.5,93.0,14.6
22.1,92.0,25.0
23.2,81.0,5.6
23.5,78.0,0.0
23.8,82.0,0.5
25.0,77.0,7.0
24.5,80.0,0.0
23.4,82.0,0.0
24.9,80.0,48.3
22.7,88.0,0.0
23.6,82.0,8.2
22.3,89.0,32.2
23.1,88.0,13.3
22.4,94.0,1.1
23.7,88.0,23.8
24.4,84.0,0.5
24.6,85.0,7.2
23.8,90.0,3.6
24.1,86.0,6.9
24.2,86.0,0.0
24.5,88.0,0.0
24.0,85.0,32.4
23.8,78.0,18.8
25.0,75.0,40.3
24.0,74.0,0.0
23.6,77.0,60.8
24.3,84.0,2.0
23.3,85.0,8.6
24.0,80.0,12.2
24.2,80.0,0.0
23.1,90.0,54.0
23.7,85.0,1.2
24.6,84.0,52.0
23.6,92.0,0.3
24.6,88.0,2.0
23.9,89.0,0.2
24.0,85.0,2.0
24.5,83.0,9.1
23.6,86.0,0.0
23.9,86.0,14.2
24.8,82.0,0.6
24.4,87.0,42.5
25.5,82.0,0.2
25.8,79.0,0.0
25.3,75.0,0.0
24.3,82.0,3.1
24.7,78.0,0.0
25.0,74.0,0.0
24.6,80.0,79.7
25.0,80.0,0.0
25.3,77.0,0.0
25.0,77.0,0.0
24.7,78.0,0.0
24.6,86.0,16.3
23.9,85.0,17.5
24.4,85.0,0.0
24.2,84.0,10.0
24.2,80.0,0.6
25.1,78.0,16.5
25.6,72.0,0.0
24.3,78.0,0.0
23.9,83.0,23.8
24.1,84.0,7.0
24.1,77.0,10.5
24.6,74.0,0.0
23.9,81.0,0.0
24.0,75.0,0.0
23.8,73.0,0.0
23.8,80.0,0.0
24.8,81.0,0.0
24.1,84.0,0.0
24.0,71.0,0.3
23.6,72.0,0.0
22.8,71.0,0.0
24.0,71.0,0.0
24.4,73.0,0.0
24.1,75.0,0.0
24.4,72.0,0.0
24.6,78.0,0.0
24.2,76.0,0.2
23.4,70.0,0.0
24.5,77.0,0.0
24.3,82.0,0.0
24.5,74.0,0.0
23.6,84.0,0.0
23.6,75.0,3.7
22.8,83.0,0.0
23.0,80.0,0.0
23.2,84.0,0.0
23.5,81.0,0.0
23.1,80.0,0.0
24.1,77.0,0.0
24.5,70.0,0.0
23.8,72.0,0.0
23.1,72.0,0.0
23.3,84.0,0.0
23.9,72.0,0.0
23.6,78.0,0.0
23.5,76.0,0.0
23.4,80.0,0.0
23.0,86.0,0.0
24.2,80.0,0.0
23.0,76.0,0.0
22.1,75.0,0.0
21.8,73.0,0.0
21.7,68.0,0.0
20.9,69.0,0.0
21.6,71.0,0.0
21.6,68.0,0.0
21.3,68.0,0.0
21.7,66.0,0.0
22.2,65.0,0.0
22.8,69.0,0.0
22.0,77.0,0.0
21.1,68.0,0.0
20.9,65.0,0.0
20.4,72.0,0.0
21.1,70.0,0.0
22.7,64.0,0.0
23.5,78.0,0.0
22.6,88.0,0.0
23.1,86.0,42.7
22.3,79.0,15.6
22.2,79.0,0.0
21.6,79.0,0.0
21.0,74.0,0.0
22.3,73.0,0.0
21.5,74.0,0.0
22.3,69.0,0.0
21.9,62.0,0.0
20.6,69.0,0.0
20.8,71.0,0.0
20.9,72.0,0.0
21.1,72.0,0.0
22.5,82.0,0.0
21.8,89.0,0.0
23.0,85.0,0.0
22.7,82.0,0.0
21.5,77.0,0.0
22.6,73.0,0.0
22.0,77.0,0.0
21.7,72.0,0.0
22.6,69.0,0.0
22.2,79.0,0.0
21.6,75.0,0.0
21.2,73.0,0.0
22.5,74.0,0.0
21.4,71.0,0.0
22.1,72.0,0.0
21.8,74.0,0.0
21.5,72.0,0.0
20.4,72.0,0.0
21.5,59.0,0.0
21.7,66.0,0.0
21.0,65.0,0.0
21.7,70.0,0.0
21.8,77.0,0.0
22.7,65.0,0.0
22.4,67.0,0.0
23.1,66.0,0.0
23.4,68.0,0.0
23.4,68.0,0.0
24.0,77.0,0.0
22.0,75.0,0.0
22.5,74.0,0.0
21.4,72.0,0.0
21.7,75.0,0.0
22.7,74.0,0.0
23.0,69.0,0.0
23.4,76.0,0.0
21.9,74.0,0.0
22.4,78.0,0.0
23.6,74.0,0.0
22.3,82.0,0.0
23.4,75.0,0.0
22.1,71.0,0.0
22.8,72.0,0.0
22.8,68.0,0.0
22.1,76.0,0.0
22.6,78.0,0.0
23.7,74.0,0.0
23.3,74.0,0.0
22.8,62.0,0.0
21.9,62.0,0.0
22.8,70.0,0.0
22.7,74.0,0.0
24.0,68.0,0.0
24.3,56.0,0.0
24.1,78.0,0.0
23.1,70.0,0.0
21.7,56.0,0.0
22.9,61.0,0.0
22.9,68.0,0.0
22.8,72.0,0.0
23.3,73.0,0.0
24.2,69.0,0.0
24.2,64.0,0.0
22.3,68.0,0.0
23.4,74.0,0.0
22.8,73.0,0.0
23.8,72.0,0.0
23.8,68.0,0.0
24.6,70.0,0.0
24.9,69.0,0.0
24.3,71.0,0.0
24.2,78.0,0.0
24.9,74.0,0.0
24.1,72.0,0.0
24.3,62.0,0.0
24.7,60.0,0.0
25.6,66.0,0.0
25.4,72.0,0.0
25.5,60.0,0.0
24.7,58.0,0.0
24.6,70.0,0.0
25.1,71.0,0.0
25.1,73.0,0.0
24.6,67.0,0.0
25.2,68.0,0.0
26.2,60.0,0.0
25.0,63.0,0.0
25.9,61.0,0.2
25.6,66.0,0.0
25.0,73.0,0.0
24.8,70.0,0.0
25.0,65.0,0.0
25.7,62.0,0.0
25.8,67.0,0.0
26.6,78.0,0.0
25.9,68.0,0.0
25.8,61.0,0.0
26.0,63.0,0.0
25.3,64.0,0.0
25.6,68.0,0.0
25.7,70.0,0.0
25.9,64.0,0.0
25.9,61.0,0.0
25.1,72.0,0.0
25.3,66.0,1.1
26.2,67.0,0.0
25.8,76.0,0.0
23.1,88.0,24.7
23.2,88.0,0.7
25.0,78.0,1.3
25.2,70.0,0.0
26.1,61.0,0.0
25.8,70.0,0.0
25.7,74.0,13.5
26.4,70.0,0.0
26.9,66.0,0.0
26.4,74.0,0.0
26.5,70.0,16.0
26.5,70.0,0.0
26.2,69.0,0.0
25.8,55.0,0.1
25.3,68.0,0.0
26.0,68.0,34.0
26.5,72.0,0.0
26.2,66.0,0.0
25.9,70.0,0.0
25.8,68.0,0.0
25.8,68.0,0.0
26.5,64.0,6.8
26.1,64.0,0.0
26.4,69.0,0.0
26.0,66.0,0.4
25.0,76.0,0.0
25.0,79.0,7.0
26.3,76.0,0.0
26.0,76.0,7.0
26.8,70.0,0.0
26.2,79.0,0.0
25.3,79.0,55.2
25.4,80.0,47.5
25.8,77.0,0.4
26.1,76.0,17.2
26.1,75.0,0.0
26.4,78.0,2.0
25.5,78.0,12.0
25.6,76.0,26.6
24.9,80.0,0.0
25.4,75.0,5.0
25.1,76.0,0.0
25.5,77.0,4.7
24.8,84.0,4.6
23.5,88.0,0.6
24.1,86.0,3.3
25.1,82.0,16.7
26.3,77.0,0.5
26.0,73.0,0.0
26.4,75.0,0.0
25.7,72.0,12.0
25.0,82.0,0.1
25.6,76.0,3.3
24.8,87.0,0.9
25.1,83.0,47.9
24.2,85.0,22.3
25.0,79.0,15.8
25.2,78.0,0.0
25.0,82.0,3.0
22.9,91.0,17.2
23.7,87.0,43.3
23.8,90.0,2.6
24.0,86.0,1.9
24.2,86.0,2.1
24.1,88.0,1.0
24.3,87.0,30.4
24.9,86.0,23.2
24.4,86.0,6.2
24.2,86.0,3.2
24.4,83.0,2.0
24.2,82.0,3.7
24.4,79.0,1.6
24.8,80.0,0.0
25.9,75.0,0.2
24.1,85.0,42.0
25.2,82.0,41.5
24.9,72.0,0.0
25.7,69.0,0.0
25.9,72.0,0.0
25.5,76.0,0.0
24.9,82.0,1.0
25.2,82.0,0.5
24.5,86.0,2.5
24.7,83.0,12.4
24.9,81.0,29.2
25.2,80.0,3.5
25.0,81.0,2.7
25.6,80.0,2.0
24.6,83.0,0.0
23.0,92.0,58.7
24.3,80.0,9.9
24.1,87.0,26.3
25.3,82.0,24.3
24.1,86.0,14.0
24.9,80.0,53.7
24.8,74.0,2.5
24.3,78.0,0.0
23.0,93.0,8.5
25.3,76.0,30.4
23.8,88.0,2.7
23.9,84.0,0.7
24.0,85.0,84.6
23.9,86.0,0.0
24.2,84.0,0.5
25.0,81.0,1.3
23.8,88.0,6.2
24.3,84.0,14.7
22.4,92.0,6.0
23.6,86.0,15.2
23.0,91.0,33.5
24.3,78.0,25.8
25.0,81.0,0.6
24.8,86.0,20.5
24.4,86.0,12.2
24.6,87.0,39.2
23.3,91.0,5.4
24.3,87.0,4.8
25.2,83.0,18.0
24.0,88.0,36.1
24.8,85.0,14.7
23.7,91.0,5.4
25.0,83.0,18.5
24.4,87.0,34.0
24.3,86.0,20.8
24.8,84.0,0.9
24.2,85.0,3.0
23.3,89.0,8.8
24.2,89.0,30.0
23.8,89.0,6.0
24.3,87.0,2.1
25.5,81.0,0.0
24.7,84.0,0.0
23.3,88.0,1.3
24.5,83.0,16.0
25.6,71.0,0.0
24.8,76.0,0.0
24.8,78.0,1.0
24.9,79.0,0.0
24.6,80.0,0.0
24.9,79.0,6.7
24.7,78.0,0.0
25.2,75.0,0.0
23.2,92.0,10.8
24.2,84.0,29.2
24.6,83.0,14.7
24.8,80.0,6.9
24.3,84.0,0.0
25.2,80.0,21.7
24.0,86.0,0.6
25.7,78.0,0.4
25.1,79.0,0.0
24.9,81.0,0.6
24.6,83.0,0.0
24.5,82.0,9.0
25.4,82.0,18.5
25.3,86.0,2.2
24.4,78.0,4.9
24.4,82.0,15.2
24.5,82.0,42.1
24.5,83.0,6.4
25.2,84.0,14.0
26.1,73.0,2.5
24.7,75.0,0.0
24.2,80.0,0.0
24.9,84.0,0.7
25.3,78.0,0.0
25.4,76.0,11.4
24.6,83.0,11.4
24.8,82.0,1.6
24.4,84.0,1.8
25.5,78.0,0.0
25.6,80.0,0.0
26.2,74.0,3.6
25.7,75.0,0.0
25.2,72.0,1.4
25.1,74.0,0.0
23.9,84.0,1.2
25.3,77.0,3.3
24.1,81.0,0.4
24.8,78.0,0.0
24.9,74.0,2.0
24.7,79.0,0.0
24.6,71.0,0.0
24.1,78.0,0.0
25.7,72.0,0.0
24.9,75.0,0.0
24.5,80.0,0.0
25.3,77.0,0.0
24.1,82.0,0.0
25.3,78.0,8.7
26.2,67.0,0.5
25.0,84.0,0.0
24.5,76.0,24.4
24.4,80.0,0.0
23.9,82.0,0.0
24.2,80.0,0.0
24.8,78.0,0.0
25.0,80.0,0.0
24.3,88.0,2.7
23.7,88.0,13.2
24.9,85.0,16.7
23.6,86.0,0.0
25.9,76.0,0.0
25.6,76.0,0.0
25.1,76.0,0.0
25.7,76.0,0.0
24.5,84.0,0.0
23.7,89.0,29.2
23.1,88.0,0.3
23.8,86.0,18.0
24.4,84.0,0.0
24.7,86.0,22.0
24.2,87.0,1.5
24.7,78.0,0.0
24.0,72.0,0.0
24.2,71.0,0.0
23.3,78.0,0.0
24.0,86.0,0.5
23.8,81.0,0.0
24.4,77.0,0.0
23.6,76.0,0.0
23.7,70.0,0.0
23.5,68.0,0.0
23.7,67.0,0.0
24.0,71.0,0.0
24.2,86.0,0.0
24.9,81.0,1.2
24.9,68.0,0.0
23.8,79.0,0.0
24.3,79.0,0.0
23.3,76.0,0.0
23.1,76.0,0.0
23.6,78.0,0.0
24.1,76.0,0.0
22.9,73.0,0.0
23.4,73.0,0.0
22.4,72.0,0.0
22.6,70.0,0.0
23.0,62.0,0.0
23.5,71.0,0.0
23.5,80.0,0.0
22.9,77.0,0.0
23.7,76.0,0.0
23.6,80.0,0.0
22.9,75.0,0.0
23.3,67.0,0.0
23.2,72.0,0.0
22.3,89.0,0.0
23.5,80.0,15.9
23.1,80.0,0.0
23.4,77.0,0.0
22.4,81.0,0.0
22.9,78.0,0.0
24.2,75.0,0.0
23.9,77.0,0.0
25.1,76.0,0.0
23.6,82.0,0.0
23.5,83.0,1.5
23.8,70.0,0.0
23.8,78.0,0.0
22.5,82.0,0.0
24.0,80.0,0.0
24.4,80.0,0.0
23.7,79.0,0.0
23.1,75.0,0.0
22.2,72.0,0.0
21.4,66.0,0.0
21.6,64.0,0.0
21.1,73.0,0.0
22.2,76.0,0.0
21.6,71.0,0.0
21.4,66.0,0.0
22.3,74.0,0.0
22.3,76.0,0.0
22.6,75.0,0.0
22.3,75.0,0.0
22.3,83.0,0.0
23.3,77.0,0.4
22.7,74.0,0.0
23.0,74.0,0.0
23.4,78.0,0.0
23.9,70.0,0.0
23.6,76.0,0.0
23.7,81.0,0.0
24.5,80.0,36.5
23.6,86.0,0.0
23.6,80.0,0.0
23.7,79.0,0.0
24.2,76.0,0.0
23.4,80.0,18.4
22.7,79.0,0.0
22.7,74.0,0.0
22.9,76.0,0.0
25.1,78.0,0.0
24.5,56.0,0.0
24.1,75.0,0.0
23.7,67.0,0.0
23.9,67.0,0.0
24.0,66.0,0.0
22.7,68.0,0.0
23.0,82.0,0.0
24.0,76.0,0.0
23.5,68.0,0.0
23.2,75.0,0.0
23.8,77.0,0.0
23.5,83.0,0.0
25.2,74.0,0.6
24.5,80.0,0.0
23.9,76.0,0.2
23.8,72.0,0.0
23.9,70.0,0.0
24.2,68.0,0.0
24.4,70.0,0.0
24.0,76.0,0.0
23.6,70.0,0.0
24.2,70.0,0.0
24.4,70.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
23.7,71.0,0.0
25.3,70.0,0.6
24.6,76.0,0.0
24.3,74.0,4.0
25.7,65.0,1.9
25.5,77.0,0.0
25.1,78.0,0.0
23.9,76.0,0.0
24.3,76.0,0.1
23.8,75.0,0.0
24.2,70.0,0.0
23.7,81.0,0.0
24.8,70.0,0.0
23.7,84.0,0.0
26.0,66.0,3.0
25.0,79.0,0.5
25.9,68.0,0.0
24.9,76.0,0.0
24.5,79.0,2.6
24.3,78.0,27.6
24.6,75.0,0.0
24.5,73.0,0.0
24.2,76.0,0.0
25.1,74.0,0.0
25.1,79.0,0.0
24.7,79.0,0.0
25.1,80.0,39.6
25.6,75.0,9.8
25.7,70.0,0.0
24.1,83.0,0.0
23.9,82.0,44.8
25.1,74.0,0.4
25.8,69.0,0.0
26.2,70.0,0.0
24.0,86.0,0.5
24.2,82.0,37.1
24.2,87.0,5.6
25.7,71.0,0.4
25.8,74.0,0.0
26.6,67.0,0.0
26.4,71.0,0.0
26.5,70.0,0.0
25.6,65.0,0.0
26.2,72.0,0.0
25.8,76.0,0.0
24.7,82.0,12.4
26.9,66.0,0.1
26.4,77.0,0.0
25.9,77.0,0.0
25.8,75.0,0.0
25.9,79.0,0.0
25.5,77.0,6.0
26.4,74.0,11.2
26.4,74.0,0.0
25.6,79.0,0.2
26.3,74.0,5.4
24.1,90.0,0.0
24.1,83.0,41.2
24.4,83.0,19.7
24.3,84.0,0.6
22.8,92.0,2.6
23.7,85.0,42.8
24.4,83.0,0.0
23.2,89.0,3.6
22.5,88.0,44.2
24.2,80.0,2.8
24.9,85.0,0.0
23.3,89.0,0.0
23.6,90.0,28.0
23.3,88.0,1.3
25.3,73.0,34.0
24.3,78.0,2.3
26.4,68.0,7.2
24.3,83.0,0.2
24.7,81.0,0.6
24.5,87.0,0.0
23.5,88.0,6.5
23.8,85.0,78.5
22.5,92.0,27.5
22.7,91.0,0.0
22.3,91.0,17.8
23.9,81.0,17.5
22.4,92.0,0.2
22.5,90.0,6.8
23.4,84.0,0.0
23.9,82.0,0.0
24.9,78.0,0.0
24.5,79.0,0.0
24.6,74.0,0.0
23.3,82.0,0.0
24.6,77.0,28.4
24.4,80.0,30.1
23.8,88.0,0.0
24.1,88.0,3.1
22.0,94.0,3.4
23.3,87.0,23.0
22.8,92.0,28.0
23.7,88.0,21.3
24.2,86.0,1.5
23.1,90.0,0.6
23.1,90.0,55.3
23.9,84.0,15.8
23.7,88.0,3.6
24.5,84.0,9.0
24.4,84.0,7.8
23.7,90.0,2.2
24.3,88.0,52.4
24.2,87.0,1.3
23.4,90.0,10.7
22.9,90.0,0.1
22.8,88.0,4.8
22.4,91.0,1.0
23.1,89.0,1.4
23.0,88.0,12.2
24.0,82.0,39.3
25.4,73.0,2.0
24.6,81.0,0.0
23.9,80.0,0.0
24.4,78.0,0.4
24.0,77.0,0.0
23.1,84.0,14.6
24.2,78.0,26.9
23.2,88.0,13.4
23.4,88.0,17.5
23.8,84.0,1.2
24.3,74.0,25.3
23.9,84.0,3.9
23.9,86.0,7.0
24.8,75.0,36.6
24.9,78.0,16.3
24.5,77.0,53.6
25.1,76.0,29.6
25.0,71.0,11.4
26.0,68.0,0.0
25.1,74.0,5.4
25.5,75.0,5.5
23.3,90.0,16.6
24.1,87.0,0.0
23.5,91.0,0.4
23.7,86.0,13.8
23.4,86.0,0.0
24.1,86.0,5.9
23.1,90.0,49.2
24.2,85.0,14.6
24.5,80.0,1.0
24.8,80.0,18.5
25.2,78.0,0.0
24.4,80.0,2.8
23.5,85.0,14.2
23.6,85.0,1.6
24.0,84.0,11.8
23.3,90.0,5.9
25.8,70.0,5.0
22.8,91.0,14.7
23.2,84.0,145.0
25.1,75.0,0.0
22.6,85.0,0.0
23.7,84.0,22.3
23.4,84.0,0.3
23.8,82.0,1.0
23.2,86.0,0.0
23.4,86.0,0.0
22.8,86.0,11.7
23.5,86.0,6.7
24.1,85.0,12.6
22.6,88.0,1.9
23.7,79.0,14.0
23.1,84.0,38.4
23.6,85.0,6.7
23.8,85.0,19.1
24.6,82.0,3.2
24.1,81.0,0.0
23.4,82.0,36.1
24.1,82.0,26.8
23.3,88.0,1.0
24.1,80.0,15.9
24.5,84.0,0.8
24.5,84.0,0.0
24.7,81.0,15.9
23.9,86.0,0.0
23.8,84.0,41.9
24.8,82.0,10.1
24.5,80.0,1.9
25.3,81.0,0.0
24.0,90.0,0.0
24.7,83.0,11.4
23.9,86.0,11.0
24.2,87.0,56.9
26.2,71.0,2.8
23.3,89.0,1.2
24.8,80.0,10.6
24.1,84.0,1.6
24.2,85.0,0.5
24.6,87.0,1.9
25.4,76.0,15.3
24.4,85.0,20.7
23.7,84.0,0.0
24.7,78.0,0.0
24.2,78.0,0.0
24.9,75.0,0.0
24.4,74.0,1.3
25.2,77.0,0.0
24.6,75.0,0.0
23.2,82.0,0.0
24.5,72.0,0.0
24.5,60.0,0.0
23.7,62.0,0.0
23.7,62.0,0.0
24.0,64.0,0.0
24.9,68.0,0.0
24.9,79.0,0.0
24.9,73.0,0.0
24.8,77.0,0.0
24.6,75.0,0.0
23.9,80.0,0.0
25.3,76.0,0.0
24.7,74.0,0.0
24.6,74.0,0.0
25.0,71.0,0.0
24.9,74.0,0.0
24.7,82.0,0.7
24.9,74.0,5.7
25.6,79.0,0.0
24.6,72.0,5.0
23.8,70.0,0.0
24.3,72.0,0.0
24.8,78.0,0.0
24.7,74.0,0.0
24.6,72.0,0.0
25.0,76.0,0.0
25.1,76.0,0.0
25.2,72.0,0.0
24.3,73.0,0.0
25.2,72.0,0.0
23.7,79.0,0.0
24.6,82.0,0.1
24.4,79.0,47.9
24.0,80.0,0.0
24.3,78.0,1.4
24.1,81.0,0.0
24.4,84.0,15.5
24.4,84.0,15.5
24.7,71.0,0.0
24.4,80.0,0.0
24.7,82.0,0.6
24.3,84.0,0.0
23.9,82.0,5.8
24.3,79.0,1.1
24.4,76.0,0.2
24.5,72.0,0.0
24.6,76.0,0.0
25.0,72.0,0.0
25.1,74.0,0.0
23.9,76.0,19.6
24.7,72.0,1.0
25.0,77.0,0.0
25.1,83.0,0.0
24.2,82.0,0.2
23.8,81.0,1.0
24.6,73.0,18.3
23.9,74.0,0.0
24.7,75.0,0.0
23.8,80.0,0.0
24.1,81.0,0.0
23.2,82.0,0.0
24.1,78.0,0.0
23.7,75.0,0.5
22.8,84.0,0.0
22.8,87.0,118.8
24.1,80.0,6.2
23.7,83.0,0.5
23.7,87.0,12.6
24.3,80.0,0.0
24.6,78.0,26.3
23.8,85.0,0.0
24.1,76.0,0.0
23.8,77.0,0.0
23.4,76.0,2.2
22.4,72.0,0.0
23.5,76.0,0.0
23.5,74.0,0.0
22.1,71.0,0.0
22.2,70.0,0.0
22.1,72.0,0.0
22.6,81.0,0.0
23.6,83.0,6.5
24.1,85.0,7.2
24.8,63.0,1.1
22.8,68.0,0.0
24.2,76.0,0.0
22.2,71.0,0.0
23.0,72.0,0.0
22.5,72.0,0.0
22.3,77.0,0.0
22.9,78.0,0.0
23.0,78.0,0.0
24.5,70.0,0.0
24.4,76.0,0.0
22.9,71.0,0.0
23.1,75.0,0.0
22.7,76.0,0.0
22.4,74.0,0.0
23.5,78.0,0.0
21.4,60.0,0.0
22.0,66.0,0.0
23.3,70.0,0.0
23.5,74.0,0.0
23.5,82.0,0.0
23.0,82.0,0.3
23.2,80.0,0.0
22.9,89.0,0.0
24.4,76.0,0.0
24.1,76.0,10.5
23.7,69.0,0.0
23.5,73.0,0.0
25.1,75.0,0.0
23.7,84.0,3.0
23.5,77.0,1.2
22.6,74.0,0.0
23.8,76.0,0.0
24.1,79.0,0.0
24.6,74.0,8.0
24.9,71.0,0.0
23.6,78.0,0.0
23.9,70.0,0.0
23.6,85.0,0.0
23.4,72.0,13.6
23.3,82.0,0.0
24.2,78.0,0.0
24.3,76.0,0.2
22.8,74.0,0.1
21.7,74.0,0.0
23.0,77.0,0.0
22.5,70.0,0.0
21.8,74.0,0.0
24.0,76.0,0.0
23.4,80.0,0.0
24.4,78.0,0.0
25.2,70.0,0.0
24.3,76.0,0.0
23.2,75.0,0.0
23.1,74.0,0.0
22.9,79.0,0.0
23.8,80.0,0.0
23.9,74.0,0.0
24.9,75.0,0.0
24.9,71.0,0.0
23.6,69.0,0.0
23.8,75.0,0.0
24.3,80.0,0.0
23.8,85.0,71.5
24.8,80.0,0.0
23.8,82.0,0.4
24.6,76.0,8.6
25.1,78.0,0.0
24.6,76.0,0.0
24.5,78.0,0.0
24.0,77.0,0.2
23.9,78.0,0.0
23.7,83.0,0.0
24.0,76.0,26.3
24.6,78.0,0.0
24.9,69.0,0.0
23.9,79.0,0.0
24.4,81.0,0.0
23.7,80.0,0.0
23.3,79.0,0.0
23.6,82.0,0.0
24.1,80.0,0.0
24.8,74.0,0.0
24.4,74.0,0.0
23.8,82.0,0.0
23.4,81.0,0.6
22.8,82.0,0.0
21.8,87.0,0.9
23.3,76.0,0.2
24.2,72.0,0.0
24.1,78.0,0.0
24.8,76.0,0.0
24.1,74.0,0.0
24.9,71.0,0.0
24.7,71.0,0.0
25.4,73.0,0.0
24.9,77.0,0.0
25.6,76.0,7.2
25.7,79.0,0.0
26.4,72.0,3.7
24.4,87.0,1.3
25.8,75.0,27.7
25.4,78.0,0.0
26.0,76.0,13.5
25.3,76.0,0.0
24.6,82.0,10.8
24.9,82.0,7.4
24.3,83.0,25.3
24.5,83.0,8.4
23.5,86.0,0.0
25.3,82.0,10.7
24.2,86.0,8.4
24.7,83.0,6.7
23.7,86.0,8.1
23.3,86.0,1.7
25.1,78.0,49.1
25.2,83.0,0.0
25.0,80.0,6.6
26.1,73.0,1.0
26.4,74.0,0.0
25.4,79.0,0.0
25.8,78.0,0.0
24.5,84.0,11.0
23.7,85.0,21.6
23.5,86.0,10.3
24.2,86.0,2.8
23.0,92.0,13.6
23.5,88.0,20.5
22.9,90.0,30.3
23.9,83.0,16.0
24.4,83.0,3.5
24.6,77.0,3.0
22.8,94.0,2.4
24.3,84.0,1.6
25.3,81.0,5.0
25.3,80.0,6.6
24.1,89.0,40.9
24.6,82.0,36.4
24.2,85.0,49.6
23.7,88.0,4.2
22.6,90.0,8.5
23.1,86.0,3.0
22.9,87.0,9.8
24.2,88.0,6.2
25.0,83.0,4.0
24.1,87.0,0.0
24.3,88.0,0.9
24.1,86.0,22.6
22.5,92.0,1.5
24.5,83.0,10.5
24.7,81.0,8.9
25.4,84.0,55.4
25.8,78.0,0.0
24.7,82.0,5.5
24.9,82.0,0.0
25.6,78.0,0.0
25.2,80.0,0.0
23.2,92.0,0.0
25.4,81.0,5.3
25.3,82.0,2.5
25.9,82.0,0.0
26.1,83.0,37.0
23.9,91.0,7.0
24.4,82.0,22.6
24.5,85.0,0.5
24.1,85.0,0.0
23.4,83.0,13.0
24.4,83.0,7.0
25.1,80.0,0.0
24.0,82.0,0.0
25.3,75.0,0.0
24.0,75.0,2.5
24.3,86.0,1.7
23.9,86.0,0.0
24.3,82.0,25.1
24.1,82.0,6.4
24.4,80.0,2.9
24.1,81.0,0.0
24.3,78.0,0.8
23.9,76.0,0.0
24.7,77.0,0.0
23.3,82.0,0.2
23.2,83.0,2.7
23.8,84.0,26.6
23.6,90.0,22.6
25.5,78.0,17.9
24.8,83.0,0.0
24.3,81.0,0.6
24.1,82.0,2.1
24.4,81.0,4.0
24.0,79.0,1.9
22.9,89.0,21.4
24.5,81.0,31.3
22.6,94.0,8.7
23.6,86.0,26.3
24.0,84.0,0.3
24.3,84.0,2.7
25.0,76.0,0.0
25.0,73.0,0.0
25.7,77.0,0.0
25.0,80.0,2.8
24.0,86.0,1.8
24.5,81.0,0.0
24.6,82.0,1.5
23.7,84.0,5.5
22.4,92.0,12.5
23.9,83.0,47.4
24.2,83.0,1.2
24.0,86.0,36.4
23.5,90.0,0.0
24.0,85.0,3.6
24.2,76.0,55.0
26.0,66.0,2.3
23.7,85.0,5.6
23.6,86.0,42.0
23.5,86.0,1.2
24.1,81.0,32.6
23.8,86.0,4.8
23.6,89.0,0.4
24.3,85.0,3.7
25.3,81.0,41.2
23.5,83.0,0.0
23.8,80.0,2.2
24.8,78.0,6.2
24.8,77.0,0.0
24.8,84.0,0.0
24.3,81.0,3.2
24.5,77.0,0.0
24.0,81.0,0.0
22.2,90.0,1.3
22.6,89.0,37.0
24.2,83.0,12.3
23.4,88.0,0.4
24.2,83.0,1.5
25.0,77.0,0.4
25.7,74.0,5.3
24.5,84.0,8.5
24.7,80.0,9.9
24.1,82.0,0.0
24.1,85.0,0.0
24.1,84.0,47.0
24.4,83.0,16.4
23.9,84.0,62.8
24.8,82.0,1.8
23.9,86.0,0.0
24.6,81.0,5.0
24.3,85.0,12.8
24.8,85.0,89.4
24.6,84.0,3.2
26.5,72.0,1.0
24.3,84.0,0.0
23.8,85.0,46.6
23.5,91.0,3.5
23.3,86.0,1.5
23.4,83.0,9.5
24.1,80.0,1.0
25.1,83.0,5.5
24.4,85.0,0.0
24.3,82.0,0.0
23.2,88.0,3.0
23.8,82.0,4.7
23.8,84.0,5.0
24.8,79.0,3.4
23.0,92.0,0.0
22.1,85.0,21.0
25.1,78.0,18.3
24.3,76.0,6.2
23.7,84.0,7.5
24.3,78.0,95.7
23.9,79.0,3.5
25.1,77.0,0.5
24.3,84.0,0.0
24.7,79.0,26.0
24.5,77.0,18.2
25.0,72.0,0.1
24.1,70.0,0.0
24.1,73.0,1.0
24.8,67.0,0.0
25.5,69.0,0.0
23.0,87.0,0.0
25.1,74.0,42.5
24.7,80.0,0.0
23.5,88.0,2.8
23.7,83.0,45.0
23.5,85.0,5.6
